,por_School_name,por_Gender,por_Age,por_Address,por_Family_size,por_Pstatus ,por_mother_education,por_father_education,por_mother_job,por_father_job,por_school_choice_reason,por_student_guardian,por_home_to_school_travel_time,por_weekly_study_time,por_past_class_failures,por_extra_educational_support,por_family_educational_support,por_extra_paid_classes,por_extra_curricular_activities,por_attended_nursery_school,por_wants_higher_education,por_internet_access_at_home,por_romantic_relationship,por_quality_of_family_relationships,por_free_time_after_school,por_going_out_with_friends,por_workday_alcohol_consumption,por_weekend_alcohol_consumption,por_current_health_status,por_number_of_school_absences,por_first_period_grade,por_second_period_grade,por_final_grade
599,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,4,4,at_home,services,other,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,5,1,1,1,5,12,13,14
600,Mousinho da Silveira,Male,17,Rural,greater than 3,living together,1,1,other,services,other,father,3,1,0,no,no,no,no,no,no,no,no,4,2,3,3,4,4,4,12,13,14
601,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,2,2,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,2,4,8,8,10
602,Mousinho da Silveira,Female,18,Urban,equal to 3,living together,2,2,services,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,4,3,0,11,12,13
603,Mousinho da Silveira,Female,18,Rural,equal to 3,Apart,4,2,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,5,0,5,0,0
604,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,1,1,at_home,services,course,mother,3,2,1,no,no,no,no,yes,no,no,no,4,4,2,1,2,2,2,9,10,10
605,Mousinho da Silveira,Female,19,Urban,greater than 3,living together,1,1,at_home,services,other,father,2,1,1,no,no,no,no,yes,no,no,no,5,5,5,2,3,2,0,5,0,0
606,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,4,2,teacher,other,course,father,2,4,0,no,no,no,no,yes,yes,yes,yes,4,2,3,3,1,5,0,18,18,18
607,Mousinho da Silveira,Female,17,Rural,equal to 3,Apart,2,1,services,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,3,1,2,2,5,11,11,12
608,Mousinho da Silveira,Female,18,Urban,equal to 3,Apart,1,1,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,3,2,8,10,11
609,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,1,2,at_home,at_home,course,father,2,2,0,no,yes,no,no,yes,no,no,no,4,1,1,1,1,4,0,11,11,12
610,Mousinho da Silveira,Female,19,Rural,greater than 3,Apart,1,1,at_home,at_home,course,other,2,2,3,no,yes,no,yes,yes,no,no,yes,3,5,4,1,4,1,0,8,0,0
611,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,2,2,services,other,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,1,1,1,4,5,14,14,15
612,Mousinho da Silveira,Male,17,Rural,greater than 3,living together,4,3,services,other,home,mother,2,2,1,no,yes,yes,yes,no,yes,yes,yes,4,5,5,1,3,2,4,10,11,11
613,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,3,3,services,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,4,1,1,5,0,10,10,10
614,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,4,4,teacher,services,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,3,3,1,2,5,2,12,12,12
615,Mousinho da Silveira,Female,17,Urban,equal to 3,Apart,3,2,services,other,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,yes,1,2,3,1,2,5,0,15,14,15
616,Mousinho da Silveira,Male,18,Urban,equal to 3,living together,1,1,other,services,home,father,2,1,0,no,no,no,no,no,yes,yes,yes,3,3,2,1,2,3,2,14,13,14
617,Mousinho da Silveira,Female,18,Urban,equal to 3,living together,1,1,at_home,services,course,father,2,3,0,no,no,no,no,yes,yes,yes,no,5,3,2,1,1,4,0,19,17,18
618,Mousinho da Silveira,Female,18,Rural,equal to 3,Apart,1,2,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,5,0,16,15,15
619,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,3,3,services,services,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,1,3,3,6,13,12,13
620,Mousinho da Silveira,Female,17,Urban,equal to 3,living together,4,4,at_home,at_home,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,4,15,14,15
621,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,1,2,other,services,course,father,2,2,0,no,no,no,no,no,yes,no,no,3,2,2,1,2,3,0,13,13,13
622,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,1,3,at_home,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,no,3,3,4,2,4,3,0,8,10,9
623,Mousinho da Silveira,Male,18,Urban,equal to 3,living together,4,4,teacher,services,other,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,15,16,16
624,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,1,1,other,services,reputation,mother,3,1,1,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,2,1,0,8,8,9
625,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,2,3,at_home,services,course,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,5,2,3,1,2,4,0,10,10,10
626,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,4,4,other,teacher,other,father,3,2,0,no,yes,no,no,no,yes,yes,yes,3,2,2,4,2,5,0,7,5,0
627,Mousinho da Silveira,Male,18,Rural,equal to 3,living together,1,2,at_home,services,other,father,3,1,0,no,yes,no,yes,yes,no,yes,yes,4,3,3,2,3,3,3,9,10,10
628,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,2,2,other,at_home,home,mother,1,3,0,no,no,no,yes,yes,yes,no,yes,3,4,3,1,1,3,8,10,11,12
629,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,1,2,other,other,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,3,5,5,1,3,1,4,7,8,9
630,Mousinho da Silveira,Female,18,Rural,equal to 3,living together,4,4,other,other,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,no,5,4,4,1,1,1,0,15,17,17
631,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,1,1,other,other,home,mother,4,3,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,2,4,4,10,11,12
632,Mousinho da Silveira,Female,19,Rural,greater than 3,living together,1,1,at_home,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,3,4,7,8,9
633,Mousinho da Silveira,Female,18,Rural,equal to 3,living together,4,4,teacher,services,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,4,3,3,4,2,1,13,14,14
634,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,3,3,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,2,1,1,16,16,16
635,Mousinho da Silveira,Female,17,Rural,greater than 3,living together,3,1,at_home,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,4,5,4,2,3,1,10,8,9,9
636,Mousinho da Silveira,Male,18,Urban,greater than 3,living together,4,4,teacher,teacher,home,father,1,2,0,no,no,no,yes,no,yes,yes,no,3,2,4,1,4,2,4,17,18,19
637,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,2,1,other,other,other,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,5,0,7,7,0
638,Mousinho da Silveira,Male,17,Urban,greater than 3,living together,2,3,other,services,home,father,2,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,3,4,14,15,16
639,Mousinho da Silveira,Male,19,Rural,greater than 3,living together,1,1,other,services,other,mother,2,1,1,no,no,no,no,yes,yes,no,no,4,3,2,1,3,5,0,5,8,0
640,Mousinho da Silveira,Male,18,Rural,greater than 3,living together,4,2,other,other,home,father,2,1,1,no,no,yes,no,yes,yes,no,no,5,4,3,4,3,3,0,7,7,0
641,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,2,2,at_home,other,other,mother,2,3,0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,4,0,14,17,15
642,Mousinho da Silveira,Female,17,Urban,greater than 3,living together,4,3,teacher,other,other,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,1,1,0,6,9,11
643,Mousinho da Silveira,Female,18,Rural,greater than 3,living together,4,4,teacher,at_home,reputation,mother,3,1,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,2,5,4,7,9,10
644,Mousinho da Silveira,Female,19,Rural,greater than 3,living together,2,3,services,other,course,mother,1,3,1,no,no,no,yes,no,yes,yes,no,5,4,2,1,2,5,4,10,11,10
645,Mousinho da Silveira,Female,18,Urban,equal to 3,living together,3,1,teacher,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,1,1,4,15,15,16
646,Mousinho da Silveira,Female,18,Urban,greater than 3,living together,1,1,other,other,course,mother,2,2,0,no,no,no,yes,yes,yes,no,no,1,1,1,1,1,5,6,11,12,9
647,Mousinho da Silveira,Male,17,Urban,equal to 3,living together,3,1,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,2,6,10,10,10
648,Mousinho da Silveira,Male,18,Rural,equal to 3,living together,3,2,services,other,course,mother,3,1,0,no,no,no,no,no,yes,yes,no,4,4,1,3,4,5,4,10,11,11
